DOL_Vehicle_ID,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_(CAFV)_Eligibility,Electric_Range,Base_MSRP,Vehicle_Age,Range_Category,Price_Category,Price_per_Range,EV_Class,High_Range_Flag,Premium_Flag
119326,2023,Hyundai EV,XUV400,BEV,Eligible,477,2692400,3,High,Premium,5644.44,BEV,1,1
119327,2023,BYD India,ZS EV,BEV,Eligible,302,3982646,3,High,Premium,13187.57,BEV,1,1
119328,2023,Hyundai EV,ZS EV,BEV,Not Eligible,512,2838576,3,High,Premium,5544.09,BEV,1,1
119329,2023,Tata Motors,ZS EV,PHEV,Eligible,177,980652,3,Medium,Premium,5540.41,PHEV,0,1
119330,2023,BYD India,Atto 3,BEV,Eligible,296,3732936,3,High,Premium,12611.27,BEV,0,1
119331,2023,MG Motor India,XUV400,BEV,Eligible,324,2378045,3,High,Premium,7339.65,BEV,1,1
119332,2023,Ola Electric,S1 Pro,BEV,Eligible,481,4433526,3,High,Premium,9217.31,BEV,1,1
119333,2023,Tata Motors,Nexon EV,PHEV,Eligible,262,1180388,3,High,Premium,4505.3,PHEV,0,1
119334,2023,Ola Electric,450X,BEV,Not Eligible,355,3299958,3,High,Premium,9295.66,BEV,1,1
119335,2023,Ather Energy,iQube,BEV,Eligible,378,1613671,3,High,Premium,4268.97,BEV,1,1
119336,2023,TVS Motor,iQube,PHEV,Eligible,104,4495687,3,Medium,Premium,43227.76,PHEV,0,1
119337,2023,BYD India,iQube,BEV,Not Eligible,333,4452285,3,High,Premium,13370.23,BEV,1,1
119338,2023,MG Motor India,Nexon EV,BEV,Eligible,222,1424167,3,Medium,Premium,6415.17,BEV,0,1
119339,2023,Ola Electric,iQube,BEV,Not Eligible,176,2597289,3,Medium,Premium,14757.32,BEV,0,1
119340,2023,Mahindra Electric,ZS EV,BEV,Eligible,508,2666960,3,High,Premium,5249.92,BEV,1,1
119341,2023,Mahindra Electric,XUV400,BEV,Eligible,377,1051425,3,High,Premium,2788.93,BEV,1,1
119342,2023,Ather Energy,ZS EV,PHEV,Not Eligible,157,3775657,3,Medium,Premium,24048.77,PHEV,0,1
119343,2023,MG Motor India,S1 Pro,BEV,Eligible,206,4447355,3,Medium,Premium,21589.1,BEV,0,1
119344,2023,TVS Motor,ZS EV,BEV,Not Eligible,381,2657129,3,High,Premium,6974.09,BEV,1,1
119345,2023,Ola Electric,Kona EV,BEV,Eligible,341,1277709,3,High,Premium,3746.95,BEV,1,1
119346,2023,Hyundai EV,Nexon EV,BEV,Eligible,193,1694360,3,Medium,Premium,8779.07,BEV,0,1
119347,2023,TVS Motor,XUV400,BEV,Eligible,471,1452383,3,High,Premium,3083.62,BEV,1,1
119348,2023,Ola Electric,iQube,BEV,Eligible,441,3533396,3,High,Premium,8012.24,BEV,1,1
119349,2023,Ola Electric,ZS EV,PHEV,Eligible,417,1765396,3,High,Premium,4233.56,PHEV,1,1
119350,2023,BYD India,ZS EV,BEV,Eligible,480,2345808,3,High,Premium,4887.1,BEV,1,1
119351,2023,MG Motor India,S1 Pro,BEV,Eligible,220,1865723,3,Medium,Premium,8480.56,BEV,0,1
119352,2023,Tata Motors,S1 Pro,BEV,Eligible,219,1253217,3,Medium,Premium,5722.45,BEV,0,1
119353,2023,MG Motor India,iQube,BEV,Eligible,455,3876483,3,High,Premium,8519.74,BEV,1,1
119354,2023,Ather Energy,450X,BEV,Eligible,144,3186285,3,Medium,Premium,22126.98,BEV,0,1
119355,2023,Mahindra Electric,Kona EV,BEV,Eligible,96,4304668,3,Low,Premium,44840.29,BEV,0,1
119356,2023,Tata Motors,Nexon EV,BEV,Eligible,396,3142281,3,High,Premium,7935.05,BEV,1,1
119357,2023,MG Motor India,Kona EV,BEV,Eligible,402,3610272,3,High,Premium,8980.78,BEV,1,1
119358,2023,Mahindra Electric,Atto 3,BEV,Eligible,341,3539519,3,High,Premium,10379.82,BEV,1,1
119359,2023,Ola Electric,Atto 3,BEV,Not Eligible,402,1820446,3,High,Premium,4528.47,BEV,1,1
119360,2023,Tata Motors,Nexon EV,BEV,Eligible,160,3497663,3,Medium,Premium,21860.39,BEV,0,1
119361,2023,MG Motor India,iQube,BEV,Eligible,491,2303654,3,High,Premium,4691.76,BEV,1,1
119362,2023,TVS Motor,iQube,BEV,Eligible,167,1369836,3,Medium,Premium,8202.61,BEV,0,1
119363,2023,TVS Motor,Atto 3,BEV,Eligible,473,3992258,3,High,Premium,8440.29,BEV,1,1
119364,2023,Ola Electric,ZS EV,BEV,Not Eligible,317,4469123,3,High,Premium,14098.18,BEV,1,1
119365,2023,Mahindra Electric,ZS EV,BEV,Eligible,383,919752,3,High,Premium,2401.44,BEV,1,1
119366,2023,Tata Motors,ZS EV,BEV,Not Eligible,385,4005554,3,High,Premium,10404.04,BEV,1,1
119367,2023,TVS Motor,ZS EV,PHEV,Eligible,489,1765508,3,High,Premium,3610.45,PHEV,1,1
119368,2023,MG Motor India,Atto 3,BEV,Eligible,262,3463219,3,High,Premium,13218.39,BEV,0,1
119369,2023,Tata Motors,Nexon EV,BEV,Eligible,146,2775831,3,Medium,Premium,19012.54,BEV,0,1
119370,2023,TVS Motor,450X,PHEV,Eligible,370,1100930,3,High,Premium,2975.49,PHEV,1,1
119371,2023,Ather Energy,S1 Pro,BEV,Not Eligible,510,1365873,3,High,Premium,2678.18,BEV,1,1
119372,2023,Mahindra Electric,iQube,BEV,Eligible,395,3194149,3,High,Premium,8086.45,BEV,1,1
119373,2023,Ola Electric,Nexon EV,BEV,Not Eligible,104,1362085,3,Medium,Premium,13096.97,BEV,0,1
119374,2023,Ather Energy,450X,BEV,Eligible,103,3715517,3,Medium,Premium,36072.98,BEV,0,1
119375,2023,Mahindra Electric,S1 Pro,BEV,Eligible,254,3974578,3,High,Premium,15647.94,BEV,0,1
119376,2023,Ather Energy,iQube,BEV,Eligible,411,4401893,3,High,Premium,10710.2,BEV,1,1
119377,2023,Tata Motors,iQube,BEV,Eligible,88,4254610,3,Low,Premium,48347.84,BEV,0,1
119378,2023,Ather Energy,Kona EV,BEV,Eligible,347,1791302,3,High,Premium,5162.25,BEV,1,1
119379,2023,Hyundai EV,ZS EV,BEV,Not Eligible,437,2744905,3,High,Premium,6281.25,BEV,1,1
119380,2023,Tata Motors,450X,BEV,Eligible,200,4294029,3,Medium,Premium,21470.14,BEV,0,1
119381,2023,Ola Electric,S1 Pro,BEV,Eligible,417,2929219,3,High,Premium,7024.51,BEV,1,1
119382,2023,TVS Motor,iQube,BEV,Eligible,81,3654288,3,Low,Premium,45114.67,BEV,0,1
119383,2023,Tata Motors,XUV400,PHEV,Eligible,354,1505913,3,High,Premium,4253.99,PHEV,1,1
119384,2023,BYD India,S1 Pro,BEV,Not Eligible,371,2634136,3,High,Premium,7100.1,BEV,1,1
119385,2023,MG Motor India,S1 Pro,PHEV,Eligible,488,2030695,3,High,Premium,4161.26,PHEV,1,1
119386,2023,TVS Motor,Atto 3,BEV,Eligible,311,2835405,3,High,Premium,9117.06,BEV,1,1
119387,2023,Ather Energy,Kona EV,BEV,Eligible,315,2170003,3,High,Premium,6888.9,BEV,1,1
119388,2023,BYD India,ZS EV,BEV,Eligible,519,1902358,3,High,Premium,3665.43,BEV,1,1
119389,2023,Ather Energy,Nexon EV,BEV,Eligible,434,2829839,3,High,Premium,6520.37,BEV,1,1
119390,2023,MG Motor India,Nexon EV,BEV,Not Eligible,320,1890873,3,High,Premium,5908.98,BEV,1,1
119391,2023,Ola Electric,ZS EV,BEV,Eligible,168,2497034,3,Medium,Premium,14863.3,BEV,0,1
119392,2023,TVS Motor,Nexon EV,BEV,Eligible,480,1775609,3,High,Premium,3699.19,BEV,1,1
119393,2023,TVS Motor,XUV400,PHEV,Eligible,146,3023162,3,Medium,Premium,20706.59,PHEV,0,1
119394,2023,Mahindra Electric,ZS EV,BEV,Eligible,104,2853187,3,Medium,Premium,27434.49,BEV,0,1
119395,2023,Hyundai EV,iQube,BEV,Eligible,406,2130968,3,High,Premium,5248.69,BEV,1,1
119396,2023,BYD India,Atto 3,PHEV,Eligible,269,3812028,3,High,Premium,14171.11,PHEV,0,1
119397,2023,Hyundai EV,Atto 3,BEV,Eligible,295,2917757,3,High,Premium,9890.7,BEV,0,1
119398,2023,BYD India,ZS EV,BEV,Eligible,142,2186218,3,Medium,Premium,15395.9,BEV,0,1
119399,2023,TVS Motor,Nexon EV,PHEV,Eligible,131,2784220,3,Medium,Premium,21253.59,PHEV,0,1
119400,2023,Ather Energy,XUV400,BEV,Eligible,156,4078529,3,Medium,Premium,26144.42,BEV,0,1
119401,2023,Mahindra Electric,450X,BEV,Not Eligible,120,2381478,3,Medium,Premium,19845.65,BEV,0,1
119402,2023,Tata Motors,XUV400,BEV,Not Eligible,92,2605438,3,Low,Premium,28319.98,BEV,0,1
119403,2023,TVS Motor,450X,PHEV,Eligible,450,1995129,3,High,Premium,4433.62,PHEV,1,1
119404,2023,Ola Electric,S1 Pro,BEV,Eligible,84,3402071,3,Low,Premium,40500.85,BEV,0,1
119405,2023,Ather Energy,XUV400,BEV,Eligible,302,2808294,3,High,Premium,9298.99,BEV,1,1
119406,2023,Ola Electric,450X,BEV,Eligible,92,3504971,3,Low,Premium,38097.51,BEV,0,1
119407,2023,MG Motor India,iQube,BEV,Eligible,262,2587396,3,High,Premium,9875.56,BEV,0,1
119408,2023,Ola Electric,S1 Pro,BEV,Not Eligible,425,1540037,3,High,Premium,3623.62,BEV,1,1
119409,2023,TVS Motor,S1 Pro,BEV,Not Eligible,402,3140266,3,High,Premium,7811.61,BEV,1,1
119410,2023,BYD India,S1 Pro,BEV,Eligible,100,953390,3,Medium,Premium,9533.9,BEV,0,1
119411,2023,Tata Motors,XUV400,BEV,Eligible,177,3880456,3,Medium,Premium,21923.48,BEV,0,1
119412,2023,Ola Electric,ZS EV,BEV,Not Eligible,223,1280712,3,Medium,Premium,5743.1,BEV,0,1
119413,2023,Mahindra Electric,XUV400,BEV,Eligible,325,1850567,3,High,Premium,5694.05,BEV,1,1
119414,2023,Tata Motors,iQube,BEV,Eligible,158,1313267,3,Medium,Premium,8311.82,BEV,0,1
119415,2023,TVS Motor,XUV400,BEV,Eligible,516,2713959,3,High,Premium,5259.61,BEV,1,1
119416,2023,Ola Electric,S1 Pro,BEV,Eligible,118,1954154,3,Medium,Premium,16560.63,BEV,0,1
119417,2023,BYD India,Kona EV,BEV,Not Eligible,266,2685788,3,High,Premium,10096.95,BEV,0,1
119418,2023,Ola Electric,iQube,BEV,Eligible,318,3164353,3,High,Premium,9950.8,BEV,1,1
119419,2023,BYD India,S1 Pro,BEV,Eligible,178,1946752,3,Medium,Premium,10936.81,BEV,0,1
119420,2023,Mahindra Electric,450X,BEV,Eligible,437,2480776,3,High,Premium,5676.83,BEV,1,1
119421,2023,MG Motor India,450X,BEV,Eligible,430,1351947,3,High,Premium,3144.06,BEV,1,1
119422,2023,Mahindra Electric,Kona EV,BEV,Eligible,519,3192492,3,High,Premium,6151.24,BEV,1,1
119423,2023,BYD India,S1 Pro,BEV,Eligible,374,2684332,3,High,Premium,7177.36,BEV,1,1
119424,2023,MG Motor India,Nexon EV,BEV,Eligible,463,3784868,3,High,Premium,8174.66,BEV,1,1
119425,2023,MG Motor India,S1 Pro,BEV,Eligible,373,3054289,3,High,Premium,8188.44,BEV,1,1
119426,2023,MG Motor India,ZS EV,BEV,Eligible,118,3175890,3,Medium,Premium,26914.32,BEV,0,1
119427,2023,Ather Energy,Atto 3,PHEV,Not Eligible,182,2047758,3,Medium,Premium,11251.42,PHEV,0,1
119428,2023,Ola Electric,ZS EV,BEV,Eligible,238,1485630,3,Medium,Premium,6242.14,BEV,0,1
119429,2023,Mahindra Electric,450X,BEV,Not Eligible,394,3547016,3,High,Premium,9002.58,BEV,1,1
119430,2023,Mahindra Electric,Kona EV,BEV,Eligible,236,2743529,3,Medium,Premium,11625.12,BEV,0,1
119431,2023,Hyundai EV,iQube,BEV,Eligible,361,1182387,3,High,Premium,3275.31,BEV,1,1
119432,2023,MG Motor India,iQube,PHEV,Not Eligible,239,1544127,3,Medium,Premium,6460.78,PHEV,0,1
119433,2023,Mahindra Electric,S1 Pro,BEV,Eligible,217,3522600,3,Medium,Premium,16233.18,BEV,0,1
119434,2023,MG Motor India,Nexon EV,BEV,Eligible,468,3842187,3,High,Premium,8209.8,BEV,1,1
119435,2023,Hyundai EV,Nexon EV,PHEV,Not Eligible,442,3168110,3,High,Premium,7167.67,PHEV,1,1
119436,2023,Ather Energy,Atto 3,PHEV,Not Eligible,115,1960647,3,Medium,Premium,17049.1,PHEV,0,1
119437,2023,Mahindra Electric,XUV400,PHEV,Not Eligible,435,1779446,3,High,Premium,4090.68,PHEV,1,1
119438,2023,Ola Electric,iQube,BEV,Eligible,467,3642313,3,High,Premium,7799.39,BEV,1,1
119439,2023,BYD India,450X,BEV,Not Eligible,236,2546304,3,Medium,Premium,10789.42,BEV,0,1
119440,2023,Tata Motors,Atto 3,BEV,Not Eligible,188,4462996,3,Medium,Premium,23739.34,BEV,0,1
119441,2023,TVS Motor,iQube,BEV,Not Eligible,95,4156581,3,Low,Premium,43753.48,BEV,0,1
119442,2023,Hyundai EV,450X,BEV,Eligible,311,3883882,3,High,Premium,12488.37,BEV,1,1
119443,2023,Mahindra Electric,ZS EV,BEV,Eligible,207,3321322,3,Medium,Premium,16045.03,BEV,0,1
119444,2023,TVS Motor,S1 Pro,BEV,Eligible,339,1380514,3,High,Premium,4072.31,BEV,1,1
119445,2023,BYD India,ZS EV,BEV,Not Eligible,392,4138121,3,High,Premium,10556.43,BEV,1,1
119446,2023,TVS Motor,450X,BEV,Eligible,156,1282936,3,Medium,Premium,8223.95,BEV,0,1
119447,2023,Hyundai EV,S1 Pro,BEV,Eligible,168,2637456,3,Medium,Premium,15699.14,BEV,0,1
119448,2023,Mahindra Electric,XUV400,PHEV,Eligible,351,1729593,3,High,Premium,4927.62,PHEV,1,1
119449,2023,TVS Motor,Kona EV,PHEV,Eligible,164,1035918,3,Medium,Premium,6316.57,PHEV,0,1
119450,2023,Tata Motors,Kona EV,BEV,Eligible,362,1876381,3,High,Premium,5183.37,BEV,1,1
119451,2023,Mahindra Electric,ZS EV,PHEV,Eligible,83,2342560,3,Low,Premium,28223.61,PHEV,0,1
119452,2023,Ola Electric,450X,PHEV,Not Eligible,439,2900258,3,High,Premium,6606.51,PHEV,1,1
119453,2023,Tata Motors,S1 Pro,BEV,Eligible,431,4355000,3,High,Premium,10104.41,BEV,1,1
119454,2023,Ather Energy,450X,BEV,Eligible,89,2220907,3,Low,Premium,24954.01,BEV,0,1
119455,2023,MG Motor India,450X,BEV,Eligible,262,1218689,3,High,Premium,4651.48,BEV,0,1
119456,2023,Hyundai EV,S1 Pro,BEV,Eligible,368,1512576,3,High,Premium,4110.26,BEV,1,1
119457,2023,BYD India,S1 Pro,BEV,Eligible,473,3289191,3,High,Premium,6953.89,BEV,1,1
119458,2023,Mahindra Electric,Kona EV,BEV,Not Eligible,322,3896571,3,High,Premium,12101.15,BEV,1,1
119459,2023,TVS Motor,XUV400,BEV,Eligible,289,3328027,3,High,Premium,11515.66,BEV,0,1
119460,2023,Ather Energy,Nexon EV,BEV,Not Eligible,417,1656630,3,High,Premium,3972.73,BEV,1,1
119461,2023,MG Motor India,XUV400,BEV,Eligible,421,2224289,3,High,Premium,5283.35,BEV,1,1
119462,2023,Ather Energy,450X,BEV,Eligible,151,1995384,3,Medium,Premium,13214.46,BEV,0,1
119463,2023,Mahindra Electric,450X,PHEV,Eligible,274,2786240,3,High,Premium,10168.76,PHEV,0,1
119464,2023,MG Motor India,S1 Pro,BEV,Eligible,310,3720970,3,High,Premium,12003.13,BEV,1,1
119465,2023,BYD India,iQube,BEV,Eligible,203,4468643,3,Medium,Premium,22013.02,BEV,0,1
119466,2023,Tata Motors,S1 Pro,BEV,Eligible,218,1610362,3,Medium,Premium,7386.98,BEV,0,1
119467,2023,Ather Energy,S1 Pro,BEV,Eligible,300,1948618,3,High,Premium,6495.39,BEV,1,1
119468,2023,Tata Motors,450X,BEV,Eligible,369,2679677,3,High,Premium,7262.0,BEV,1,1
119469,2023,Mahindra Electric,iQube,BEV,Eligible,411,3860500,3,High,Premium,9392.94,BEV,1,1
119470,2023,Ola Electric,Atto 3,PHEV,Eligible,426,1590100,3,High,Premium,3732.63,PHEV,1,1
119471,2023,Ola Electric,iQube,BEV,Eligible,415,4452465,3,High,Premium,10728.83,BEV,1,1
119472,2023,BYD India,450X,BEV,Not Eligible,495,1870559,3,High,Premium,3778.91,BEV,1,1
119473,2023,Ather Energy,Nexon EV,BEV,Eligible,439,3595039,3,High,Premium,8189.15,BEV,1,1
119474,2023,Ola Electric,Kona EV,PHEV,Eligible,365,3837012,3,High,Premium,10512.36,PHEV,1,1
119475,2023,BYD India,Kona EV,BEV,Not Eligible,512,1647483,3,High,Premium,3217.74,BEV,1,1
119476,2023,Hyundai EV,Kona EV,BEV,Eligible,409,2875413,3,High,Premium,7030.35,BEV,1,1
119477,2023,Tata Motors,Atto 3,BEV,Not Eligible,325,3413678,3,High,Premium,10503.62,BEV,1,1
119478,2023,Ather Energy,XUV400,PHEV,Eligible,306,2859106,3,High,Premium,9343.48,PHEV,1,1
119479,2023,Ather Energy,Nexon EV,BEV,Eligible,429,2383307,3,High,Premium,5555.49,BEV,1,1
119480,2023,Tata Motors,ZS EV,BEV,Eligible,399,1155411,3,High,Premium,2895.77,BEV,1,1
119481,2023,Hyundai EV,450X,BEV,Eligible,256,919439,3,High,Premium,3591.56,BEV,0,1
119482,2023,Ola Electric,Nexon EV,BEV,Eligible,373,4464097,3,High,Premium,11968.09,BEV,1,1
119483,2023,Mahindra Electric,S1 Pro,BEV,Eligible,269,2040390,3,High,Premium,7585.09,BEV,0,1
119484,2023,Ather Energy,450X,BEV,Eligible,307,4357038,3,High,Premium,14192.31,BEV,1,1
119485,2023,Mahindra Electric,Nexon EV,BEV,Eligible,405,1290153,3,High,Premium,3185.56,BEV,1,1
119486,2023,BYD India,ZS EV,BEV,Eligible,369,2335945,3,High,Premium,6330.47,BEV,1,1
119487,2023,Mahindra Electric,Atto 3,BEV,Not Eligible,498,1394592,3,High,Premium,2800.39,BEV,1,1
119488,2023,MG Motor India,Kona EV,BEV,Eligible,179,1975491,3,Medium,Premium,11036.26,BEV,0,1
119489,2023,Hyundai EV,Atto 3,BEV,Eligible,415,3560265,3,High,Premium,8578.95,BEV,1,1
119490,2023,TVS Motor,ZS EV,BEV,Eligible,413,4047769,3,High,Premium,9800.89,BEV,1,1
119491,2023,Mahindra Electric,XUV400,BEV,Not Eligible,152,1196609,3,Medium,Premium,7872.43,BEV,0,1
119492,2023,BYD India,S1 Pro,BEV,Eligible,450,1772998,3,High,Premium,3940.0,BEV,1,1
119493,2023,MG Motor India,XUV400,BEV,Eligible,150,2840730,3,Medium,Premium,18938.2,BEV,0,1
119494,2023,Hyundai EV,iQube,BEV,Not Eligible,402,3998440,3,High,Premium,9946.37,BEV,1,1
119495,2023,Ola Electric,Nexon EV,BEV,Eligible,503,4492251,3,High,Premium,8930.92,BEV,1,1
119496,2023,Ola Electric,XUV400,PHEV,Eligible,146,2392249,3,Medium,Premium,16385.27,PHEV,0,1
119497,2023,MG Motor India,Kona EV,BEV,Eligible,309,3764770,3,High,Premium,12183.72,BEV,1,1
119498,2023,BYD India,Nexon EV,BEV,Not Eligible,146,958629,3,Medium,Premium,6565.95,BEV,0,1
119499,2023,Ola Electric,ZS EV,BEV,Eligible,106,4486005,3,Medium,Premium,42320.8,BEV,0,1
119500,2023,Mahindra Electric,XUV400,BEV,Eligible,452,2353903,3,High,Premium,5207.75,BEV,1,1
119501,2023,Mahindra Electric,450X,BEV,Eligible,321,2145923,3,High,Premium,6685.12,BEV,1,1
119502,2023,Ola Electric,Kona EV,PHEV,Eligible,266,4261159,3,High,Premium,16019.39,PHEV,0,1
119503,2023,TVS Motor,iQube,PHEV,Eligible,280,4144455,3,High,Premium,14801.62,PHEV,0,1
119504,2023,Ola Electric,ZS EV,BEV,Not Eligible,312,2997383,3,High,Premium,9607.0,BEV,1,1
119505,2023,Ather Energy,XUV400,BEV,Eligible,290,1678901,3,High,Premium,5789.31,BEV,0,1
119506,2023,Ola Electric,S1 Pro,BEV,Eligible,88,3118446,3,Low,Premium,35436.89,BEV,0,1
119507,2023,Hyundai EV,iQube,BEV,Eligible,439,1842478,3,High,Premium,4196.99,BEV,1,1
119508,2023,MG Motor India,Nexon EV,BEV,Not Eligible,345,3956072,3,High,Premium,11466.88,BEV,1,1
119509,2023,MG Motor India,S1 Pro,BEV,Eligible,120,1924938,3,Medium,Premium,16041.15,BEV,0,1
119510,2023,Tata Motors,450X,BEV,Eligible,451,4407799,3,High,Premium,9773.39,BEV,1,1
119511,2023,BYD India,450X,BEV,Eligible,170,2221129,3,Medium,Premium,13065.46,BEV,0,1
119512,2023,Hyundai EV,S1 Pro,BEV,Eligible,310,4374957,3,High,Premium,14112.76,BEV,1,1
119513,2023,Ather Energy,ZS EV,BEV,Eligible,314,1009542,3,High,Premium,3215.1,BEV,1,1
119514,2023,TVS Motor,Kona EV,BEV,Not Eligible,466,3875097,3,High,Premium,8315.66,BEV,1,1
119515,2023,Hyundai EV,Kona EV,BEV,Not Eligible,91,3070110,3,Low,Premium,33737.47,BEV,0,1
119516,2023,Mahindra Electric,Nexon EV,PHEV,Eligible,225,3399146,3,Medium,Premium,15107.32,PHEV,0,1
119517,2023,Tata Motors,450X,BEV,Not Eligible,448,1867781,3,High,Premium,4169.15,BEV,1,1
119518,2023,MG Motor India,iQube,BEV,Eligible,337,2955066,3,High,Premium,8768.74,BEV,1,1
119519,2023,BYD India,ZS EV,BEV,Eligible,276,1934032,3,High,Premium,7007.36,BEV,0,1
119520,2023,Ola Electric,ZS EV,BEV,Eligible,483,2940689,3,High,Premium,6088.38,BEV,1,1
119521,2023,Ola Electric,Nexon EV,BEV,Eligible,352,1251041,3,High,Premium,3554.09,BEV,1,1
119522,2023,Tata Motors,XUV400,BEV,Eligible,401,2772672,3,High,Premium,6914.39,BEV,1,1
119523,2023,TVS Motor,Nexon EV,BEV,Eligible,265,3161949,3,High,Premium,11931.88,BEV,0,1
119524,2023,Ola Electric,Kona EV,BEV,Eligible,195,2708924,3,Medium,Premium,13891.92,BEV,0,1
119525,2023,Tata Motors,Atto 3,BEV,Eligible,513,1445094,3,High,Premium,2816.95,BEV,1,1
119526,2023,BYD India,Kona EV,BEV,Eligible,215,4276752,3,Medium,Premium,19891.87,BEV,0,1
119527,2023,Tata Motors,Kona EV,BEV,Eligible,476,3917290,3,High,Premium,8229.6,BEV,1,1
119528,2023,MG Motor India,Nexon EV,BEV,Eligible,468,2121734,3,High,Premium,4533.62,BEV,1,1
119529,2023,Hyundai EV,Nexon EV,BEV,Eligible,377,1011145,3,High,Premium,2682.08,BEV,1,1
119530,2023,Ather Energy,XUV400,BEV,Eligible,258,4093562,3,High,Premium,15866.52,BEV,0,1
119531,2023,MG Motor India,450X,BEV,Eligible,168,2939023,3,Medium,Premium,17494.18,BEV,0,1
119532,2023,Tata Motors,iQube,BEV,Eligible,483,3185944,3,High,Premium,6596.16,BEV,1,1
119533,2023,Hyundai EV,Atto 3,BEV,Eligible,468,3752616,3,High,Premium,8018.41,BEV,1,1
119534,2023,Ola Electric,Nexon EV,BEV,Eligible,243,2034856,3,Medium,Premium,8373.89,BEV,0,1
119535,2023,BYD India,Kona EV,PHEV,Not Eligible,504,3953121,3,High,Premium,7843.49,PHEV,1,1
119536,2023,Mahindra Electric,Nexon EV,BEV,Eligible,106,2934879,3,Medium,Premium,27687.54,BEV,0,1
119537,2023,Ola Electric,450X,BEV,Eligible,438,1743570,3,High,Premium,3980.75,BEV,1,1
119538,2023,BYD India,iQube,BEV,Eligible,483,3051571,3,High,Premium,6317.95,BEV,1,1
119539,2023,BYD India,Kona EV,BEV,Eligible,284,1510011,3,High,Premium,5316.94,BEV,0,1
119540,2023,TVS Motor,XUV400,BEV,Not Eligible,455,998067,3,High,Premium,2193.55,BEV,1,1
119541,2023,BYD India,Nexon EV,BEV,Eligible,287,4315706,3,High,Premium,15037.3,BEV,0,1
119542,2023,TVS Motor,iQube,BEV,Eligible,492,4014790,3,High,Premium,8160.14,BEV,1,1
119543,2023,Ather Energy,Nexon EV,BEV,Not Eligible,309,3150591,3,High,Premium,10196.09,BEV,1,1
119544,2023,MG Motor India,Atto 3,BEV,Eligible,91,3116609,3,Low,Premium,34248.45,BEV,0,1
119545,2023,Hyundai EV,Kona EV,BEV,Eligible,422,2155631,3,High,Premium,5108.13,BEV,1,1
119546,2023,MG Motor India,XUV400,BEV,Eligible,203,1139524,3,Medium,Premium,5613.42,BEV,0,1
119547,2023,TVS Motor,XUV400,BEV,Eligible,147,1202696,3,Medium,Premium,8181.61,BEV,0,1
119548,2023,BYD India,Nexon EV,BEV,Not Eligible,219,1012798,3,Medium,Premium,4624.65,BEV,0,1
119549,2023,Tata Motors,450X,BEV,Not Eligible,480,4205768,3,High,Premium,8762.02,BEV,1,1
119550,2023,Tata Motors,XUV400,BEV,Eligible,82,3874205,3,Low,Premium,47246.4,BEV,0,1
119551,2023,MG Motor India,iQube,BEV,Eligible,263,3708397,3,High,Premium,14100.37,BEV,0,1
119552,2023,Mahindra Electric,Atto 3,BEV,Eligible,166,1002381,3,Medium,Premium,6038.44,BEV,0,1
119553,2023,TVS Motor,XUV400,BEV,Not Eligible,158,4162615,3,Medium,Premium,26345.66,BEV,0,1
119554,2023,Hyundai EV,Kona EV,BEV,Eligible,292,4025012,3,High,Premium,13784.29,BEV,0,1
119555,2023,Mahindra Electric,XUV400,BEV,Eligible,336,2986999,3,High,Premium,8889.88,BEV,1,1
119556,2023,TVS Motor,S1 Pro,PHEV,Eligible,219,2547062,3,Medium,Premium,11630.42,PHEV,0,1
119557,2023,MG Motor India,Kona EV,BEV,Not Eligible,402,3512473,3,High,Premium,8737.5,BEV,1,1
119558,2023,Ola Electric,Nexon EV,BEV,Eligible,444,2548966,3,High,Premium,5740.91,BEV,1,1
119559,2023,Tata Motors,S1 Pro,BEV,Eligible,377,4135565,3,High,Premium,10969.67,BEV,1,1
119560,2023,Mahindra Electric,Nexon EV,BEV,Eligible,107,2891057,3,Medium,Premium,27019.22,BEV,0,1
119561,2023,Ather Energy,XUV400,PHEV,Eligible,430,1088907,3,High,Premium,2532.34,PHEV,1,1
119562,2023,MG Motor India,S1 Pro,BEV,Eligible,214,3383881,3,Medium,Premium,15812.53,BEV,0,1
119563,2023,Mahindra Electric,S1 Pro,BEV,Eligible,328,2556195,3,High,Premium,7793.28,BEV,1,1
119564,2023,Mahindra Electric,Kona EV,BEV,Eligible,443,3108529,3,High,Premium,7017.0,BEV,1,1
119565,2023,Ola Electric,S1 Pro,PHEV,Not Eligible,282,1173246,3,High,Premium,4160.45,PHEV,0,1
119566,2023,Tata Motors,Atto 3,BEV,Eligible,186,1288568,3,Medium,Premium,6927.78,BEV,0,1
119567,2023,MG Motor India,Atto 3,BEV,Eligible,357,4266303,3,High,Premium,11950.43,BEV,1,1
119568,2023,Tata Motors,S1 Pro,BEV,Eligible,159,983377,3,Medium,Premium,6184.76,BEV,0,1
119569,2023,Tata Motors,Atto 3,BEV,Eligible,445,4374365,3,High,Premium,9830.03,BEV,1,1
119570,2023,Tata Motors,Nexon EV,BEV,Eligible,390,4005208,3,High,Premium,10269.76,BEV,1,1
119571,2023,BYD India,Atto 3,BEV,Eligible,506,4147814,3,High,Premium,8197.26,BEV,1,1
119572,2023,TVS Motor,Atto 3,BEV,Not Eligible,188,4096480,3,Medium,Premium,21789.79,BEV,0,1
