DOL Vehicle ID,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP
120605,2023,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,138,3203383
120606,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Not Eligible,396,2748355
120607,2023,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Not Eligible,351,2810898
120608,2023,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,194,1269084
120609,2023,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,83,4184116
120610,2023,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,125,3011604
120611,2023,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,328,3054472
120612,2023,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,82,1841061
120613,2023,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,272,2141086
120614,2023,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,330,3180818
120615,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,344,1440620
120616,2023,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,279,962691
120617,2023,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,231,3451561
120618,2023,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,481,962351
120619,2023,Ola Electric,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,172,2751789
120620,2023,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,432,2881344
120621,2023,MG Motor India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,467,1874124
120622,2023,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,269,3979817
120623,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,351,2335806
120624,2023,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,310,3511753
120625,2023,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,377,2479792
120626,2023,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,244,1775194
120627,2023,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,462,4256886
120628,2023,Hyundai EV,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,359,3517335
120629,2023,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,259,2508709
120630,2023,MG Motor India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,81,2993575
120631,2023,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,516,1843104
120632,2023,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,514,3658247
120633,2023,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,208,4338125
120634,2023,Tata Motors,iQube,Battery Electric Vehicle (BEV),Not Eligible,449,2284666
120635,2023,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,375,4365284
120636,2023,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,115,2191891
120637,2023,TVS Motor,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,176,2661367
120638,2023,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,391,4268045
120639,2023,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,445,1585068
120640,2023,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,461,4209666
120641,2023,Hyundai EV,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,346,4142637
120642,2023,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,161,3847094
120643,2023,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,411,1043711
120644,2023,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,255,1986615
120645,2023,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,160,1201038
120646,2023,Ola Electric,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,239,4313681
120647,2023,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,84,1973278
120648,2023,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,461,4330387
120649,2023,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,107,3112630
120650,2023,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,315,1509179
120651,2023,BYD India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,189,1483276
120652,2023,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Not Eligible,376,1388519
120653,2023,MG Motor India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,194,1563503
120654,2023,BYD India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,153,4313173
120655,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,347,1419464
120656,2023,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Not Eligible,333,1600105
120657,2023,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Not Eligible,209,1539907
120658,2023,BYD India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,348,3609123
120659,2023,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,153,2456115
120660,2023,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,271,4233753
120661,2023,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,83,1091847
120662,2023,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,130,1973797
120663,2023,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,134,1025326
120664,2023,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,200,4134989
120665,2023,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,487,3256150
120666,2023,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,329,1390283
120667,2023,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,476,2771823
120668,2023,Ather Energy,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,275,3627341
120669,2023,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,252,2578917
120670,2023,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,268,3972002
120671,2023,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,358,2571964
120672,2023,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,138,1654421
120673,2023,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,94,980858
120674,2023,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,303,3784726
120675,2023,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,132,1622613
120676,2023,Ather Energy,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,429,4131593
120677,2023,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,191,3494589
120678,2023,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,170,3312832
120679,2023,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,442,2501569
120680,2023,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,380,1719073
120681,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,414,4039927
120682,2023,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,237,2513952
120683,2023,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,222,2662941
120684,2023,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,123,3232564
120685,2023,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,116,1832167
120686,2023,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,374,2100228
120687,2023,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,194,2649788
120688,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,420,4350517
120689,2023,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,293,3131085
120690,2023,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,202,2280249
120691,2023,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,186,2562162
120692,2023,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,234,3878155
120693,2023,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,284,2052533
120694,2023,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,302,3649646
120695,2023,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,259,1438443
120696,2023,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,405,3336081
120697,2023,Ather Energy,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,306,1924366
120698,2023,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,312,1698854
120699,2023,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Not Eligible,316,1554033
120700,2023,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,358,4109634
120701,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,119,3442027
120702,2023,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,359,3964469
120703,2023,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,195,2290740
120704,2023,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,227,2631378
120705,2023,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,367,1268152
120706,2023,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,325,2530907
120707,2023,Tata Motors,450X,Battery Electric Vehicle (BEV),Not Eligible,160,2224851
120708,2023,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,478,3731097
120709,2023,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,298,1323710
120710,2023,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,281,4202871
120711,2023,Tata Motors,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,338,1880996
120712,2023,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,264,4451003
120713,2023,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,120,996954
120714,2023,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,384,3001192
120715,2023,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,350,992922
120716,2023,BYD India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,391,1007599
120717,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,397,1266131
120718,2023,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,232,1176717
120719,2023,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,464,3196451
120720,2023,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,464,1354152
120721,2023,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,480,2063396
120722,2023,Ather Energy,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,485,2560977
120723,2023,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,104,1874098
120724,2023,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,116,2175325
120725,2023,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,464,1978008
120726,2023,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,176,1487629
120727,2023,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,265,1785921
120728,2023,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,392,3335851
120729,2023,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Not Eligible,403,1342860
120730,2023,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,91,2675313
120731,2023,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,151,1358720
120732,2023,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,511,3045551
120733,2023,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,249,2217098
120734,2023,Tata Motors,iQube,Battery Electric Vehicle (BEV),Not Eligible,423,3480438
120735,2023,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,319,2481040
120736,2023,Mahindra Electric,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,215,4197812
120737,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,501,1181822
120738,2023,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,88,4172750
120739,2023,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,397,3579223
120740,2023,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,222,3533544
120741,2023,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,192,2337228
120742,2023,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,318,4033717
120743,2023,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,308,3180730
120744,2023,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,228,1392824
120745,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,80,3899893
120746,2023,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,346,1340652
120747,2023,Ola Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,267,2591630
120748,2023,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,459,3075143
120749,2023,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,214,1877789
120750,2023,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,99,4267507
120751,2023,Ather Energy,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,278,2678690
120752,2023,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,275,2322942
120753,2023,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,496,4487886
120754,2023,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,93,2168764
120755,2023,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,245,1503167
120756,2023,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,411,2446929
120757,2023,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Eligible,102,3105786
120758,2023,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,263,1882509
120759,2023,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,221,2559401
120760,2023,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,401,2707290
120761,2023,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,381,3954015
120762,2023,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,313,3431045
120763,2023,TVS Motor,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,452,1938111
120764,2023,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,144,2750308
120765,2023,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,475,3604802
120766,2023,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,341,1018326
120767,2023,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,105,1246186
120768,2023,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,449,3989474
120769,2023,BYD India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,177,1681609
120770,2023,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,456,3613093
120771,2023,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,176,3395098
120772,2023,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,442,2333680
120773,2023,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,491,1822282
120774,2023,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,289,2475683
120775,2023,Hyundai EV,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,355,1585812
120776,2023,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,289,1516571
120777,2023,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,365,2426111
120778,2023,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,139,2463289
120779,2023,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,435,2116272
120780,2023,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,122,2896895
120781,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,437,3467143
120782,2023,Tata Motors,450X,Battery Electric Vehicle (BEV),Not Eligible,260,2957116
120783,2023,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,385,2739714
120784,2023,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,272,1741075
120785,2023,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,150,3645604
120786,2023,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,397,1577001
120787,2023,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,280,2419765
120788,2023,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,399,4469749
120789,2023,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,142,2060108
120790,2023,Ather Energy,iQube,Battery Electric Vehicle (BEV),Not Eligible,110,4066851
120791,2023,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,85,2823314
120792,2023,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,210,3147020
120793,2023,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,180,3672903
120794,2023,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,511,1822234
120795,2023,Hyundai EV,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,496,1834824
120796,2023,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,469,3535735
120797,2023,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,439,3363545
120798,2023,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,226,2251990
120799,2023,TVS Motor,450X,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,361,3946173
120800,2023,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,143,1148219
120801,2023,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,309,4092291
120802,2023,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,420,1279012
120803,2023,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,204,2909417
120804,2023,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,349,4004362
120805,2023,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,297,945703
120806,2023,Ola Electric,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,219,3360374
120807,2023,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,262,1897070
120808,2023,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,185,2223366
120809,2023,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,370,1291874
120810,2023,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,277,1608828
120811,2023,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,482,1737450
120812,2023,MG Motor India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,95,2069565
120813,2023,Tata Motors,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,502,2817225
120814,2023,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,197,1873609
120815,2023,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,205,3505861
120816,2023,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,310,3495851
120817,2023,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,87,3449487
120818,2023,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,258,4435163
120819,2023,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,374,2829406
120820,2023,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,140,3652503
120821,2023,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Not Eligible,118,1614281
120822,2023,TVS Motor,iQube,Battery Electric Vehicle (BEV),Not Eligible,364,3818121
120823,2023,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,239,1326748
120824,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,345,2095925
120825,2023,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,363,2060968
120826,2023,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,269,2519117
120827,2023,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,247,1392134
120828,2023,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,148,1597487
120829,2023,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,348,4062382
120830,2023,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,138,3410222
120831,2023,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,121,1955918
120832,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Not Eligible,289,1714924
120833,2023,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,166,4229649
120834,2023,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,214,1438045
120835,2023,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,487,2946008
120836,2023,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,267,2598669
120837,2023,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,309,3392145
120838,2023,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,421,2706058
120839,2023,BYD India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,167,4378711
120840,2023,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,455,2890569
120841,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,490,3781135
120842,2023,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,471,1676964
120843,2023,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,320,2719326
120844,2023,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Not Eligible,426,977923
120845,2023,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,352,4205099
120846,2023,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,358,1353515
120847,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Not Eligible,255,2057119
120848,2023,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,89,3340157
120849,2023,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,267,3621159
120850,2023,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,339,2996037
120851,2023,Mahindra Electric,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,409,1370079
120852,2023,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,171,3756102
120853,2023,BYD India,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,119,2021055
120854,2023,Ather Energy,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,166,2486185
120855,2023,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,341,3991977
120856,2023,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,143,1455961
120857,2023,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,164,4170282
120858,2023,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,501,1212772
120859,2023,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,490,2551803
120860,2023,Hyundai EV,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,179,2007717
120861,2023,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,370,3484658
120862,2023,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,276,2707175
120863,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,268,4239595
120864,2023,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,308,3061973
120865,2023,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,511,4024794
120866,2023,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,256,2289662
120867,2023,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,384,2833364
120868,2023,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,83,1417737
120869,2023,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,229,2265572
120870,2023,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Not Eligible,478,3875444
120871,2023,TVS Motor,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,462,2431369
120872,2023,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,403,1436292
120873,2023,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,185,1319258
120874,2023,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,101,4098722
120875,2023,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Not Eligible,219,2914574
120876,2023,Ola Electric,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,253,2540471
120877,2023,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,286,3574309
120878,2023,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,198,4136662
120879,2023,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Not Eligible,477,3990081
120880,2023,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,197,2030601
120881,2023,BYD India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,346,2620317
120882,2023,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,413,3818384
120883,2023,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,164,2871150
120884,2023,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,281,3590677
120885,2023,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,348,2630995
120886,2023,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,404,2482360
120887,2023,MG Motor India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,381,4018679
120888,2023,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,363,4318469
120889,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Not Eligible,299,2697516
120890,2023,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,431,1245368
120891,2023,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,200,2757085
120892,2023,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,146,3914811
120893,2023,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,268,1056674
120894,2023,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,343,4234633
120895,2023,Ather Energy,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,368,2808505
120896,2023,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,391,1138059
120897,2023,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,304,2396721
120898,2023,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,213,3905547
120899,2023,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,280,3992220
